Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
5,Strawberry,pet food,Coffee,Chips,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,curd,Garlic,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,yogurt,mixed fruit juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,Carrot,flour,ice cream,pickled vegetables,Chips,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,bread,spices,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Apples,Tumeric Powder,curd,cheese,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Strawberry,Milk,Potato,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sour cream,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Cauliflower,butter milk,Milk,cheese,Garlic,Potato,cheese,Ginger,,,,,,,,,,,,,,,,,,,,,,,,
4,flour,Milk,Garlic,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,Buns,bread,Chips,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Beans,bread,Rice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,soda,Tonic water,Garlic,Chips,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,Onions,packaged fruit/vegetables,Garlic,bread,Oranges,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
7,Mango,Apples,Potato,pastry,bread,pet food,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
3,organic products,Beetroot,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frozen meals,Frozen Meals,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cauliflower,Milk,Coffee,soda,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Coffee,Cookies,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Pepsi,Milk,pickled vegetables,bottled water,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bread,Carrot,curd,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Frozen Meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Milk,pastry,bread,sugar,soda,Chips,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tumeric Powder,Cauliflower,Milk,yogurt,Cookies,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bread,Milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,grapes,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,grapes,sugar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,curd,yogurt,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Pepsi,Strawberry,butter,yogurt,bread,Ghee,mixed fruit juice,Sanitizer,Paneer,,,,,,,,,,,,,,,,,,,,,,,
11,bread,Pepsi,Strawberry,frozen vegetables,frozen meals,vinegar,oil,Coffee,waffles,Chocolate,Sanitizer,,,,,,,,,,,,,,,,,,,,,
5,Bananas,Milk,Buns,Tea,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,cheese,Coffee,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Carrot,Green Chilli,berries,Potato,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Apples,grapes,frozen meals,Buns,mustard,Tonic water,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,
5,Strawberry,flour,Buns,soda,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Beans,Buns,Cauliflower,Milk,Buns,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Buns,Milk,cheese,pasta,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Tumeric Powder,Ghee,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Green Chilli,Tumeric Powder,Milk,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Tonic water,Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sour cream,Milk,pastry,Ghee,pet food,Chocolate,Cherry,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,yogurt,Buns,Red Chilli Powder,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,flour,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Bottleguard,Apples,Tumeric Powder,yogurt,Garlic,flour,sugar,napkins,Paneer,,,,,,,,,,,,,,,,,,,,,,,
4,flour,butter milk,bread,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sugar,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Dragon Fruit,Milk,Beetroot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Beans,Apples,Milk,soda,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Buns,Apples,curd,ice cream,Garlic,Buns,bread,,,,,,,,,,,,,,,,,,,,,,,,,
1,Carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Milk,bread,mustard,bottled water,soda,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Carrot,herbs,Cauliflower,Milk,Ginger,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,Milk,Potato,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,butter,mixed fruit juice,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cabbage,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,Buns,bread,oil,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Apples,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Tumeric Powder,frozen vegetables,Buns,mixed fruit juice,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,bread,flour,Apples,Cauliflower,frozen vegetables,Tomato,Ladyfinger,Ghee,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,bread,flour,Apples,Milk,curd,pastry,flour,Ghee,sugar,organic products,,,,,,,,,,,,,,,,,,,,,,
4,Tumeric Powder,Milk,sour cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Apples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Pepsi,Buns,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,Potato,oil,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Carrot,Cauliflower,Instant Noodles,Brocolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,Cauliflower,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Green Chilli,Buns,Milk,cheese,Frozen Meals,Buns,Ghee,Rice,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,cheese,bread,Coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Green Chilli,grapes,Cauliflower,Milk,ice cream,yogurt,frozen vegetables,cake bar,Cherry,Paneer,,,,,,,,,,,,,,,,,,,,,,
11,Pepsi,Mango,Tumeric Powder,Cauliflower,Milk,yogurt,Buns,pastry,Ghee,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Tumeric Powder,Ghee,Pet Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Strawberry,butter,yogurt,Garlic,Buns,bottled water,soda,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
3,flour,Buns,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,Pepsi,Buns,soda,Garlic,Coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
2,Pepsi,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,flour,Onions,Milk,Garlic,cheese,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,
6,bread,berries,Milk,rice,Coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Pepsi,Strawberry,berries,Cauliflower,Milk,butter,sour cream,bread,soups,Coffee,bottled water,Mixed fruit juice,waffles,,,,,,,,,,,,,,,,,,,
5,flour,cheese,frozen vegetables,Potato,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Green Chilli,Milk,Buns,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Mango,Green Chilli,Strawberry,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,ice cream,Buns,bottled water,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Pepsi,Garlic,Potato,Buns,Cherry,Ginger,pet food,soda,Tea,,,,,,,,,,,,,,,,,,,,,,,
4,bread,Potato,mustard,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Pepsi,Apples,Tumeric Powder,Cauliflower,Milk,yogurt,pastry,soda,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,
15,bread,Pepsi,Carrot,Green Chilli,Buns,flour,Tumeric Powder,Milk,yogurt,spread cheese,Buns,pastry,Mixed fruit juice,Tonic water,Paneer,,,,,,,,,,,,,,,,,
4,Green Chilli,flour,Ghee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,bread,Pepsi,Mango,grapes,Cauliflower,ice cream,sour cream,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,bread,flour,Cauliflower,spices,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cauliflower,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bread,Buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Carrot,sour cream,Buns,oil,soda,Cookies,Chocolate,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,grapes,pasta,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bottled water,Tea,mixed fruit juice,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Green Chilli,Strawberry,Potato,Chips,Cookies,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
6,herbs,Milk,butter,soups,bottled water,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,
8,bread,Beans,Milk,butter,yogurt,Garlic,Buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,
18,Pepsi,Dragon Fruit,Carrot,berries,Tumeric Powder,packaged fruit/vegetables,Milk,curd,frozen vegetables,bread,sugar,soda,mixed fruit juice,Chocolate,Chocolate,Coffee,Sanitizer,napkins,,,,,,,,,,,,,,
2,Pepsi,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Mango,cheese,pastry,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Dragon Fruit,Cauliflower,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Strawberry,berries,pastry,Frozen Meals,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,berries,Cauliflower,yogurt,Tomato,oil,Ghee,Chips,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Pepsi,Milk,yogurt,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Bananas,Green Chilli,Milk,yogurt,cheese,frozen vegetables,bread,Rice,vinegar,baking powder,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Buns,Garlic,spread cheese,Coffee,Tonic water,shopping bags,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
8,Cabbage,flour,Tumeric Powder,Cauliflower,Tea,Coffee,Mixed fruit juice,Tomato,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,butter,bottled water,Frozen Meals,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Nuts,Tumeric Powder,yogurt,Coca Cola,ice cream,bread,Mixed fruit juice,Apples juice,Chips,,,,,,,,,,,,,,,,,,,,,,,
9,Carrot,Tumeric Powder,Milk,cheese,Tomato,Potato,cake bar,Chocolate ,Chocolate,,,,,,,,,,,,,,,,,,,,,,,
5,grapes,cheese,Ghee,Corn,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Dragon Fruit,bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Green Chilli,soda,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,butter,curd,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cauliflower,Milk,Tea,flour,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Apples,butter,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,bread,Green Chilli,Tumeric Powder,butter milk,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Buns,Tumeric Powder,Milk,frozen vegetables,Buns,Instant Noodles,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cabbage,spread cheese,frozen meals,Potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Pepsi,Cauliflower,sour cream,ice cream,Potato,Buns,Coffee,bottled water,Paneer,,,,,,,,,,,,,,,,,,,,,,,
10,Buns,berries,Cauliflower,Milk,Tea,cheese,cheese,pastry,sauces,waffles,,,,,,,,,,,,,,,,,,,,,,
17,Pepsi,Carrot,Strawberry,Tumeric Powder,Cauliflower,curd,cheese,cheese,Garlic,ice cream,Rice,rice,oil,Coffee,mixed fruit juice,Chocolate,Sauces,,,,,,,,,,,,,,,
1,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,grapes,Cauliflower,Milk,butter,Coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Buns,Apples,Cauliflower,Milk,curd,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Strawberry,flour,grapes,Tumeric Powder,herbs,Cauliflower,Milk,frozen vegetables,rice,pet food,bottled water,Tea,mixed fruit juice,napkins,,,,,,,,,,,,,,,,,,
3,Tumeric Powder,Potato,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,berries,Milk,yogurt,sugar,shopping bags,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,butter,curd,sour cream,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,bread,Carrot,Green Chilli,flour,Cauliflower,Milk,yogurt,Buns,bread,pickled vegetables,soda,Paneer,,,,,,,,,,,,,,,,,,,,
5,Cauliflower,Milk,pastry,Ghee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Garlic,Buns,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,yogurt,Buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,flour,Cauliflower,Milk,pastry,rice,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cauliflower,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,bread,sugar,Oranges,Coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Potato,Buns,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cabbage,Carrot,frozen vegetables,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,cheese,Buns,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Pepsi,Buns,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cabbage,Cauliflower,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Garlic,Potato,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cauliflower,Milk,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,Cauliflower,Milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,Garlic,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,curd,mixed fruit juice,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Pepsi,Cabbage,berries,Tumeric Powder,Cauliflower,butter milk,Buns,salt,mustard,Oranges,Coffee,bottled water,mixed fruit juice,shopping bags,Paneer,,,,,,,,,,,,,,,,,
3,Green Chilli,Milk,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Dragon Fruit,butter,curd,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,grapes,mixed fruit juice,Red Bull Drink,Cookies,waffles,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
6,frozen vegetables,flour,Mixed fruit juice,Garlic,Chips,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Pepsi,flour,Apples,spices,Pet Food,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carrot,Strawberry,Cauliflower,Milk,sour cream,cheese,Potato,Ginger,mixed fruit juice,Tonic water,Coffee,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Guava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,flour,Milk,pickled vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bottleguard,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Pepsi,cheese,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,bread,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,soda,Mixed fruit juice,Tomato,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Pepsi,Apples,Tumeric Powder,Milk,Buns,pastry,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,Milk,bread,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Buns,Red Bull Drink,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Cauliflower,Milk,curd,sour cream,Potato,bread,flour,Coffee,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,Potato,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Beans,Tumeric Powder,Milk,curd,pastry,Apples juice,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,Carrot,Cauliflower,bread,pickled vegetables,Coffee,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
7,Cauliflower,Milk,frozen meals,pastry,mixed fruit juice,Cookies,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,berries,yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,Mango,Milk,Garlic,Potato,bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Strawberry,flour,Onions,Cauliflower,pastry,bottled water,Coconut Juice,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,butter,bottled water,Brocolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,frozen meals,mustard,Oranges,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Onions,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Milk,curd,yogurt,Corn,Coca Cola,Sanitizer,napkins,Nuts,,,,,,,,,,,,,,,,,,,,,,,,
1,Instant Noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Green Chilli,Strawberry,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cabbage,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,berries,sour cream,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,baking powder,Coffee,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Instant Noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Apples,grapes,yogurt,cheese,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,frozen meals,Tonic water,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,pickled vegetables,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cabbage,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Green Chilli,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Mango,berries,Onions,Milk,butter milk,yogurt,sour cream,Garlic,Guava,pastry,bread,Chocolate,Chocolate,Sanitizer,shopping bags,,,,,,,,,,,,,,,,,
3,Strawberry,Tumeric Powder,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,flour,ice cream,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mixed fruit juice,Snacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Buns,soda,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Strawberry,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pet food,soda,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,pastry,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cake bar,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,bread,Carrot,flour,Apples,Cauliflower,Milk,ice cream,sour cream,Garlic,frozen meals,pet food,Chips,cake bar,chewing gum,Coffee,Rice,,,,,,,,,,,,,,,,
16,Pepsi,Mango,Strawberry,Tumeric Powder,Cauliflower,Milk,cheese,Potato,frozen vegetables,salt,oil,Ghee,soda,mixed fruit juice,Mixed fruit juice,Chocolate,,,,,,,,,,,,,,,,
2,frozen meals,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Pepsi,flour,berries,yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Carrot,packaged fruit/vegetables,ice cream,oil,Brocolli,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tumeric Powder,Cauliflower,Oranges,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,berries,Tumeric Powder,Milk,butter,Buns,Chips,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,frozen meals,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cabbage,frozen vegetables,soda,Tonic water,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Cabbage,flour,Tumeric Powder,Milk,bread,Coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
